Artifact #,site,period,additional looks,class,is_valid,indicative,additional,material,height[cm],width[cm],diameter[cm],length[cm],object name,,orig site,orig period
182,Jerusalem- Ketef Hinnom,Iron IIC-Babylonian,0,88,1,yes,,Pottery,none,none,none,,Alabastron;,,Jerusalem- Ketef Hinnom,Iron IIC-Babylonian
183,Jerusalem- Ketef Hinnom,Iron IIC-Babylonian,1,88,1,yes,,Pottery,none,none,none,,Alabastron;,,Jerusalem- Ketef Hinnom,Iron IIC-Babylonian
184,Ashqelon- T. Ashqelon,Iron IIC,1,32,1,yes,,Alabaster,none,2.7,none,,Alabastron;,,Ashqelon- T. Ashqelon,Iron IIC
185,Ashqelon- T. Ashqelon,Iron II,1,40,1,yes,,Alabaster,none,3,none,,Alabastron;,,Ashqelon- T. Ashqelon,Iron II
186, Unknown,Persian,1,invalid,0,yes,,Alabaster,20.6,none,none,,Alabastron;,, Unknown,Persian
187,Yoqne`am- T.,Middle Bronze II,0,397,1,yes,,Alabaster,none,none,none,,Alabastron;,,Yoqne`am- T.,Middle Bronze II
188,`Ujul- T. el-,Middle Bronze II,1,22,1,yes,,Alabaster,14.6,none,none,,"Alabastron, Bottle;",,`Ujul- T. el-,Middle Bronze II
189,Bet She'an- T.,Middle Bronze II,1,50,1,yes,,Alabaster,10.4,none,none,,"Alabastron, Small Bottle;",,Bet She'an- T.,Middle Bronze II
190,Bet She'an- T.,Middle Bronze II,1,50,1,yes,,Alabaster,13.4,none,none,,"Alabastron, Small Bottle;",,Bet She'an- T.,Middle Bronze II
191,Ma’yan Baruch,Lower Palaeolithic,2,46,1,yes,,Basalt,none,7.2,none,,Almond-Shaped Hand Axe;,,Ma’yan Baruch,Lower Palaeolithic
192,Ma’yan Baruch,Lower Palaeolithic,2,46,1,yes,,Basalt,none,8.8,none,,Almond-Shaped Hand Axe;,,Ma’yan Baruch,Lower Palaeolithic
193,Me`arat ha-Gulgolet,Lower Palaeolithic,1,141,1,yes,,Flint,none,4.4,none,,Almond-Shaped Hand Axe;,,Me`arat ha-Gulgolet,Lower Palaeolithic
194,Avel Bet Ma`akha- T.,Lower Palaeolithic,1,186,1,yes,,Flint,none,9.1,none,,Almond-Shaped Hand Axe;,,Avel Bet Ma`akha- T.,Lower Palaeolithic
195,Gesher Benot Ya`aqov,Lower Palaeolithic,2,30,1,yes,,Basalt,none,8.8,none,,Almond-Shaped Hand Axe;,,Gesher Benot Ya`aqov,Lower Palaeolithic
196,Gesher Benot Ya`aqov,Lower Palaeolithic,2,30,1,yes,,Flint,none,8.5,none,,Almond-Shaped Hand Axe;,,Gesher Benot Ya`aqov,Lower Palaeolithic
197,Gesher Benot Ya`aqov,Lower Palaeolithic,1,30,1,yes,,Flint,none,8.8,none,,Almond-Shaped Hand Axe;,,Gesher Benot Ya`aqov,Lower Palaeolithic
198,Magharat Umm Qatafa,Lower Palaeolithic,1,92,1,yes,,Flint,none,8.6,none,,Almond-Shaped Hand Axe;,,Magharat Umm Qatafa,Lower Palaeolithic
199,Maresha- T.,Hellenistic,3,0,1,yes,,Limestone,15.5,12.5,none,,"Altar;Inscribed, Greek, Engraved, Isis",,Maresha- T.,Hellenistic
200,Maresha- T.,Hellenistic,2,0,1,yes,,Limestone,5,10,none,,"Base;Altar;Inscribed, Greek, Engraved",,Maresha- T.,Hellenistic
201,Muzzav- H.,Roman,3,487,1,yes,,Marble,105,none,67,,"Altar;Inscribed, Decorated in Relief, Latin, Dedicatory Inscription, Semi-Divine/Divine Figure, Victory, Decorated with animal figures, Eagle",,Muzzav- H.,Roman
202,Shechem (Town),Roman,0,1214,1,yes,,Stone,147,none,none,,"Altar;Inscribed, Latin",,Shechem (Town),Roman
203,Samaria,Roman,0,218,1,yes,,Limestone,115,47,none,,"Altar;Inscribed, Dedicatory Inscription, Latin",,Samaria,Roman
204,Maresha- T.,Byzantine,1,521,1,yes,,Limestone,13,10.7,none,,"Altar;Carved, Openwork",,Maresha- T.,Byzantine
205,Gamma- T.,Persian,3,242,1,yes,,Limestone,5.4,none,none,,"Altar;Engraved, Geometrical Pattern",,Gamma- T.,Persian
206,Lakhish- T.,Persian,2,192,1,yes,,Limestone,none,12,none,,"Altar;Inscribed, Aramaic, Engraved, With Vegetal Decoration, With Geometric Pattern",,Lakhish- T.,Persian
207,Mezad Hazeva,Iron II,0,55,1,yes,,Limestone,8.7,12.7,none,,Altar;,,Mezad Hazeva,Iron II
208,Mezad Hazeva,Iron II,0,55,1,yes,,Limestone,7.5,11.4,none,,Altar;,,Mezad Hazeva,Iron II
209,Mezad Hazeva,Iron II,0,55,1,yes,,Limestone,5,11.4,none,,Altar;,,Mezad Hazeva,Iron II
210,Mezad Hazeva,Iron II,1,55,1,yes,,Limestone,9.5,11,none,,"Altar;Slipped Red, Engraved, With Vegetal Decoration, Anthropomorphic",,Mezad Hazeva,Iron II
211,Mezad Hazeva,Iron II,0,55,1,yes,,Limestone,12,13,none,,Altar;,,Mezad Hazeva,Iron II
212,Maresha- T.,Hellenistic,2,0,1,yes,,Pottery,none,8,none,,"Fragments;Altar;Decorated in Relief, God, Musical instrument, Lyre (?), Apollo, Mace",,Maresha- T.,Hellenistic
213,Hermesh- H.,Persian,2,620,1,yes,,Limestone,none,none,none,,"Altar;Engraved, Geometrical Pattern",,Hermesh- H.,Persian
214,Gamma- T.,Persian,0,242,1,yes,,Limestone,8.1,8.5,none,,"Altar;Engraved, Geometrical Pattern",,Gamma- T.,Persian
215,Jerusalem- City of David,Iron II,0,4,1,yes,,Limestone,none,none,none,,Altar;,,Jerusalem- City of David,Iron II
216,Jerusalem- City of David,Iron II,1,4,1,yes,,Limestone,20.5,none,none,,Altar;,,Jerusalem- City of David,Iron II
217,Lakhish- T.,Persian,2,192,1,yes,,Chalk,32.3,none,none,,"Altar (?), ""Cult"" Stand (?);Decorated with a human figure, Painted",,Lakhish- T.,Persian
218,Maresha- T.,Hellenistic,0,0,1,yes,,Limestone,12.8,7.5,none,,"Altar (?), Insence Burner (?);Votive, Inscribed, Greek",,Maresha- T.,Hellenistic
219,Maresha- T.,Hellenistic,2,0,1,yes,,Limestone,13.7,8,none,,"Altar (?), Insence Burner (?);Votive",,Maresha- T.,Hellenistic
220,Maresha- T.,Hellenistic,1,0,1,yes,,Limestone,8.9,4.8,none,,"Altar (?), Insence Burner (?);Votive",,Maresha- T.,Hellenistic
221,Maresha- T.,Hellenistic,2,0,1,yes,,Limestone,9,7.7,none,,"Altar (?), Insence Burner (?);Votive",,Maresha- T.,Hellenistic
222,Lakhish- T.,Persian,1,192,1,yes,,Limestone,21.7,none,none,,"Altar, ""Cult"" Stand;Engraved, Decorated with a human figure, Painted",,Lakhish- T.,Persian
223,Me`arat ha-Nahal,Upper Palaeolithic,1,9,1,yes,,Flint,none,2,none,,Alternately-Retouched Blade;,,Me`arat ha-Nahal,Upper Palaeolithic
224,Me`arat ha-Nahal,Upper Palaeolithic,1,9,1,yes,,Flint,none,1.5,none,,Alternately-Retouched Blade;,,Me`arat ha-Nahal,Upper Palaeolithic
225,Ha-Gosherim- Nili (north),Pottery Neolithic,1,20,1,yes,,Flint,none,1,none,,Fragment;Alternately-Retouched Bladelet;,,Ha-Gosherim- Nili (north),Neolithic
226,Zippori,Hellenistic,1,768,1,yes,,Pottery,none,none,none,,"Handle;Amphora;With Inscription, Aramaic",,Zippori,Hellenistic
227,Lakhish- T.,Persian,1,192,1,yes,,Pottery,none,none,none,,Amphora;,,Lakhish- T.,Persian
228,Ashqelon- T. Ashqelon,Late Roman,1,289,1,yes,,Pottery,none,none,none,,Fragment;Amphora;Inscribed,,Ashqelon- T. Ashqelon,Late Roman
229,Ashqelon- T. Ashqelon,Late Hellenistic - Early Roman,1,621,1,yes,,Pottery,none,none,none,,Handle;Amphora;Impressed with Stamp Seal,,Ashqelon- T. Ashqelon,Late Hellenistic - Early Roman
230,Ashqelon- T. Ashqelon,Roman,2,354,1,yes,,Pottery,none,none,none,,"Neck;Amphora;Inscribed, Greek (?)",,Ashqelon- T. Ashqelon,Roman
231,Jerusalem- Old City- Jewish Quarter- Area F- M,Late Hellenistic - Early Roman,1,38,1,yes,,Pottery,none,none,none,,"Fragment;Amphora;Inscribed, Latin",,Jerusalem- Old City- Jewish Quarter- Area F- M,Late Hellenistic - Early Roman
232,Jerusalem- Old City- Jewish Quarter- Area F- M,Late Hellenistic - Early Roman,2,38,1,yes,,Pottery,none,none,none,,"Fragment;Amphora;Inscribed, Latin",,Jerusalem- Old City- Jewish Quarter- Area F- M,Late Hellenistic - Early Roman
233,Jerusalem- Old City- Jewish Quarter- Area F- M,Late Hellenistic - Early Roman,2,38,1,yes,,Pottery,none,none,none,,"Amphora;Inscribed, Italy, Latin",,Jerusalem- Old City- Jewish Quarter- Area F- M,Late Hellenistic - Early Roman
234,BURNT HOUSE,Early Roman,0,invalid,1,no,,Pottery,none,none,none,,"Body Sherd;Amphora;Inscribed, Greek",,BURNT HOUSE,Early Roman (period)
235,BURNT HOUSE,Roman (?),0,471,1,yes,,Pottery,none,none,none,,"Neck;Amphora;Inscribed, Latin (?), Greek (?)",,BURNT HOUSE,Roman (?)
236,BURNT HOUSE,Roman (?),0,471,1,yes,,Pottery,none,none,none,,"Neck;Amphora;Inscribed, Latin",,BURNT HOUSE,Roman (?)
237,BURNT HOUSE,Roman,0,1123,1,yes,,Pottery,none,none,none,,"Body Sherd;Amphora;Inscribed, Greek",,BURNT HOUSE,Roman
238,Jerusalem- Old City- Jewish Quarter- Area F- M,Hellenistic-Roman,2,344,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, With Inscription, Latin",,Jerusalem- Old City- Jewish Quarter- Area F- M,Hellenistic-Roman
239,`Aqav- H.,Byzantine,0,409,1,yes,,Pottery,none,none,none,,Amphora;With Inscription,,`Aqav- H.,Byzantine
240,Jerusalem- Old City- Jewish Quarter- Area F- M,Hellenistic,1,317,1,yes,,Pottery,none,none,none,,Neck;Amphora;Greek,,Jerusalem- Old City- Jewish Quarter- Area F- M,Hellenistic
241,Bet She'an- T.,Hellenistic,1,153,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Bet She'an- T.,Hellenistic
242,Bet She'an- T.,Hellenistic,1,153,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Bet She'an- T.,Hellenistic
243,Bet She'an- T.,Hellenistic,1,153,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Bet She'an- T.,Hellenistic
244,Bet She'an- T.,Hellenistic,0,153,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Bet She'an- T.,Hellenistic
245,Bet She'an- T.,Hellenistic,1,153,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Bet She'an- T.,Hellenistic
246,Bet She'an- T.,Hellenistic,1,153,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Bet She'an- T.,Hellenistic
247,Bet She'an- T.,Hellenistic,0,153,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Bet She'an- T.,Hellenistic
248,Bet She'an- T.,Hellenistic,0,153,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Bet She'an- T.,Hellenistic
249,Bet She'an- T.,Hellenistic,0,153,1,yes,,Pottery,none,none,none,,Handle;Amphora;Impressed with Stamp Seal,,Bet She'an- T.,Hellenistic
250,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
251,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
252,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
253,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
254,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
255,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
256,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
257,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
258,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
259,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
260,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
261,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
262,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
263,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Rhodian, Impressed with Stamp Seal",,Jerusalem- City of David,Hellenistic
264,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Rhodian, Impressed with Stamp Seal",,Jerusalem- City of David,Hellenistic
265,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Rhodian, Impressed with Stamp Seal",,Jerusalem- City of David,Hellenistic
266,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Rhodian, Impressed with Stamp Seal",,Jerusalem- City of David,Hellenistic
267,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Rhodian, Impressed with Stamp Seal",,Jerusalem- City of David,Hellenistic
268,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
269,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
270,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
271,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
272,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
273,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
274,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
275,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
276,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
277,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
278,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
279,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
280,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
281,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
282,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
283,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
284,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
285,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
286,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian, Latin",,Jerusalem- City of David,Hellenistic
287,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
288,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
289,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Impressed with Stamp Seal, Rhodian",,Jerusalem- City of David,Hellenistic
290,Jerusalem- City of David,Hellenistic,1,19,1,yes,,Pottery,none,none,none,,"Handle;Amphora;Stamp-Seal Impression, Rhodian",,Jerusalem- City of David,Hellenistic
291,Jerusalem- Old City- Jewish Quarter- Area F- M,Late Hellenistic,0,428,1,yes,,Pottery,75,23,none,,"Amphora;Inscribed, North Africa, Latin",,Jerusalem- Old City- Jewish Quarter- Area F- M,Late Hellenistic
292,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
293,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
294,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
295,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
296,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
297,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
298,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
299,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
300,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
301,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
302,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
303,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
304,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
305,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
306,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
307,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
308,Jerusalem- City of David,Hellenistic,0,19,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- City of David,Hellenistic
309,Jerusalem- Nabi `Akasha (north),Hellenistic,1,1058,1,yes,,Pottery,none,none,none,,Handle;Amphora;Rhodian,,Jerusalem- Nabi `Akasha (north),Hellenistic
310,Horevot Mazada,Early Roman,0,17,1,yes,,Pottery,none,none,none,,"Amphora;Inscribed, Latin",,Horevot Mazada,Early Roman (period)
311,Jerusalem- City of David,Early Bronze I,1,435,1,yes,,Pottery,7.8,none,none,,Amphoriskos (all periods);Band Slip,,Jerusalem- City of David,Early Bronze I
312,Jerusalem- City of David,Early Bronze I,0,435,1,yes,,Pottery,11.2,none,none,,Amphoriskos (all periods);Band Slip,,Jerusalem- City of David,Early Bronze I
313,תעלת  עכו  -  Moat  of  Acre,Hellenistic,0,1168,1,yes,,Pottery,26.2,none,none,,Amphoriskos (all periods);,,תעלת  עכו  -  Moat  of  Acre,Hellenistic
314,`Ai,Early Bronze I,2,122,1,yes,,Pottery,11,none,none,,Amphoriskos (all periods);Painted,,`Ai,Early Bronze I
315,Zippori,Roman,0,453,1,yes,,Pottery,none,none,none,,Amphoriskos (all periods);,,Zippori,Roman
316,Maresha- T.,Hellenistic,1,0,1,yes,,Pottery,20.8,6.7,none,,Amphoriskos (all periods);,,Maresha- T.,Hellenistic
317,Bet She'an- T.,Early Roman,1,212,1,yes,,Glass,12.8,none,none,,Amphoriskos (all periods);,,Bet She'an- T.,Early Roman (period)
318,Bet-Shemesh- T.,Iron I,1,118,1,yes,,Pottery,24,none,none,,Amphoriskos (all periods);Painted,,Bet-Shemesh- T.,Iron I
319,Sharuhen- T.,Iron I,0,144,1,yes,,Pottery,22,none,none,,Amphoriskos (all periods);Painted,,Sharuhen- T.,Iron I
320,`Azeqa- T.,Iron I,1,731,1,yes,,Pottery,21.5,none,none,,Amphoriskos (all periods);Painted,,`Azeqa- T.,Iron I
321,Sharuhen- T.,Late Bronze IIB-Iron I,1,279,1,yes,,Pottery,14.5,none,none,,Amphoriskos (all periods);Painted,,Sharuhen- T.,Late Bronze IIB-Iron I
322,Bet She'an- T.,Early Bronze I,1,379,1,yes,,Pottery,6,none,none,,Amphoriskos (all periods);Miniature,,Bet She'an- T.,Early Bronze I
323,Jerusalem- Rockefeller Museum,Late Roman,0,244,1,yes,,Glass,11,none,none,,Amphoriskos (all periods);,,Jerusalem- Rockefeller Museum,Late Roman
324,Jerusalem- Rockefeller Museum,Late Roman,0,244,1,yes,,Glass,13.8,none,none,,Amphoriskos (all periods);,,Jerusalem- Rockefeller Museum,Late Roman
325, Unknown,Byzantine (?),1,invalid,0,yes,,Glass,9.9,none,none,,Amphoriskos (all periods);,, Unknown,Byzantine (?)
326,Gezer- T.,Early Bronze I,0,257,1,yes,,Pottery,6,none,none,,"Amphoriskos (all periods);Painted, Net Pattern",,Gezer- T.,Early Bronze I
327,Bir er-Ruqeish,Iron II,1,124,1,yes,,Pottery,11.4,none,none,,Amphoriskos (all periods);Phoenician,,Bir er-Ruqeish,Iron II
328,Bir er-Ruqeish,Iron II,2,124,1,yes,,Pottery,9.7,none,none,,"Amphoriskos (all periods);Slipped Red, Burnished",,Bir er-Ruqeish,Iron II
329,Afeq,Early Bronze I,0,640,1,yes,,Pottery,none,none,none,,"Amphoriskos (all periods);Painted, Net Pattern",,Afeq,Early Bronze I
330, Unknown,Persian,1,invalid,0,yes,,Glass,8,5.5,none,,Amphoriskos (all periods);,, Unknown,Persian
331,Bet She'an- T.,Iron II,0,64,1,yes,,Pottery,none,none,none,,Amphoriskos (all periods);,,Bet She'an- T.,Iron II
332,Bet She'an- T.,Iron II,0,64,1,yes,,Pottery,23,none,none,,Amphoriskos (all periods);,,Bet She'an- T.,Iron II
